Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-1029-001,N5K-1029-001-E01,SIGNAL_DATE,"Русскоязычная вакансия «Руководитель отдела оптовых продаж» работодателя «ЭТК Электрик» размещена 10.09.2026 в Ростове-на-Дону.",https://nesiditsa.ru/vacancy/136741974,HH-linked vacancy mirror,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-001,N5K-1029-001-E02,SIGNAL,"Цель должности — увеличение прибыли компании через современные технологии продаж и эффективность сотрудников; задачи включают выполнение планов, рост активной клиентской базы и новых направлений, оптимизацию рабочих процессов, участие в маркетинге, продвижении и ценообразовании — прямой S1 business-intent.",https://nesiditsa.ru/vacancy/136741974,HH-linked vacancy mirror,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-001,N5K-1029-001-E03,LEGAL_SCALE,"ООО ЭТК «ЭЛЕКТРИК», ИНН 6165213690, ОГРН 1186196021230 — действующее российское частное юрлицо; выручка за 2025 год 661,284 млн ₽, чистая прибыль 38,108 млн ₽, 62 сотрудника.",https://b2b.house/company/OOO-ETK-ELEKTRIK_b6934fe3-cb99-41b4-b1e0-2ff1ba4cd07e/,B2B.house / ЕГРЮЛ и бухгалтерская отчетность,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-001,N5K-1029-001-E04,LPR,"Директор и единственный учредитель ООО ЭТК «ЭЛЕКТРИК» — Гусев Петр Евгеньевич, доля 100%.",https://www.tbank.ru/business/contractor/legal/1186196021230/,Т-Банк / данные ЕГРЮЛ,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-001,N5K-1029-001-E05,BRAND_LINKAGE,"Официальный сайт ЭТК Электрик прямо указывает ООО ЭТК «Электрик», ИНН 6165213690 и ОГРН 1186196021230; описание деятельности совпадает с вакансией: производство электрощитового оборудования и оптово-розничная торговля электротоварами.",https://etk-electric.ru/company/,Официальный сайт ООО ЭТК «Электрик»,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-001,N5K-1029-001-E06,CONTACT,"Официальный сайт и публичная карточка ООО ЭТК «Электрик» публикуют корпоративные контакты +7 (863) 245-70-45 и etk@rst-etk.ru; контакты лично директору не приписываются.",https://etk-electric.ru/company/,Официальный сайт + публичная карточка,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E01,SIGNAL_DATE,"Русскоязычная вакансия «Коммерческий директор (CCO)» работодателя «СтройАссортимент» размещена 10.09.2026 в Мытищах.",https://nesiditsa.ru/vacancy/137076091,HH-linked vacancy mirror,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E02,SIGNAL,"Компания ищет сильного управленца, который возьмёт коммерческий блок и выведет показатели на новый уровень; ключевая задача — рост прибыли через управление тремя департаментами: продажами, снабжением и маркетингом — прямой S1 business-intent.",https://nesiditsa.ru/vacancy/137076091,HH-linked vacancy mirror,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E03,LEGAL_SCALE,"ООО «СТРОЙАССОРТИМЕНТ», ИНН 5029167957, ОГРН 1125029010028 — действующее российское частное юрлицо; выручка за 2025 год 115,508 млн ₽, чистая прибыль 10,082 млн ₽.",https://b2b.house/company/OOO-STROJASSORTIMENT_28413194-4267-4c48-b5fa-f6caa56469f0/,B2B.house / ЕГРЮЛ и бухгалтерская отчетность,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E04,LPR,"Генеральный директор ООО «СТРОЙАССОРТИМЕНТ» — Шамхалов Нажмудин Шамхалович; он также является мажоритарным учредителем.",https://zachestnyibiznes.ru/company/ul/1125029010028_5029167957_OOO-STROYASSORTIMENT,ЗаЧестныйБизнес / ЕГРЮЛ,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E05,BRAND_LINKAGE,"Официальный сайт прямо публикует реквизиты ООО «Стройассортимент»: ИНН 5029167957, ОГРН 1125029010028; рабочая локация в Мытищах на Осташковском шоссе совпадает с географией вакансии.",https://stroyassortiment.ru/kontakty/,Официальный сайт ООО «Стройассортимент»,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
N5K-1029-002,N5K-1029-002-E06,CONTACT,"Официальный сайт ООО «Стройассортимент» публикует корпоративные контакты +7 (499) 302-55-01 и info@stroyassortiment.ru; контакты лично директору не приписываются.",https://stroyassortiment.ru/kontakty/,Официальный сайт ООО «Стройассортимент»,2026-09-12T21:08:00+03:00,Высокая,N5K-20260912-1029,new_5000
