Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-1552-001,N5K-1552-001-E01,SIGNAL_DATE,"Актуальная русскоязычная вакансия Руководитель отдела продаж B2B2C компании Ярнет / «Безопасный регион» размещена 10.09.2026.",https://nesiditsa.ru/vacancy/137222242,Не сидится / HH-linked вакансия,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-001,N5K-1552-001-E02,SIGNAL,"Прямой S1 business-intent: «Безопасный регион» растёт на 20–35% ежегодно, цель — 30 000 камер к 2028 году, Московский офис назван ключевым регионом роста; нужен руководитель для масштабирования результата, управления командой 3–6 менеджеров, внедрения управленческих практик, увеличения конверсии и скорости сделок; в отклике отдельно запрашиваются KPI, отчётность и дашборды.",https://nesiditsa.ru/vacancy/137222242,Не сидится / полный текст HH-linked вакансии,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-001,N5K-1552-001-E03,LEGAL_SCALE,"ООО «БЕЗОПАСНЫЙ РЕГИОН», ИНН 7604250038, ОГРН 1137604015185 — действующее российское частное юрлицо; за 2025 год среднесписочная численность 79 сотрудников и выручка 240,537 млн руб.; категория МСП — малое предприятие.",https://firmoteka.ru/7604250038,Firmoteka / ФНС и бухгалтерская отчетность,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-001,N5K-1552-001-E04,LPR,"Официальный сайт ООО «Безопасный регион» указывает генерального директора и главного бухгалтера Терентьева Олега Владимировича; свежая карточка контрагента также подтверждает его как генерального директора.",https://saferegion.net/city/yar/about/,Официальный сайт SafeRegion,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-001,N5K-1552-001-E05,BRAND_LINKAGE,"Официальный сайт SafeRegion прямо публикует краткое и полное наименование ООО «Безопасный регион», ИНН 7604250038, ОГРН 1137604015185, адрес и генерального директора; это однозначно связывает бренд «Безопасный регион» с точным юрлицом.",https://saferegion.net/city/yar/about/,Официальный сайт SafeRegion,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-001,N5K-1552-001-E06,CONTACT,"Официальный сайт SafeRegion публикует практические корпоративные контакты +7 (495) 532-79-81, info@saferegion.net и форму консультации. Контакты не приписываются лично генеральному директору.",https://saferegion.net/city/yar/about/,Официальный сайт SafeRegion,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E01,SIGNAL_DATE,"Русскоязычная вакансия Коммерческий директор (CCO) компании Газохим Инжиниринг датирована 02.09.2026; на момент проверки 13.09.2026 карточка доступна с переходом на HH.",https://nesiditsa.ru/vacancy/136472949,Не сидится / HH-linked вакансия,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E02,SIGNAL,"Прямой S1 business-intent: цель позиции — возглавить коммерческий блок, выстроить управляемую систему продаж и обеспечить рост портфеля проектов; обязанности включают коммерческую стратегию и бюджет, KPI и мотивацию, управление отделами продаж/тендерным/договорным/оборудования, контроль маржинальности, развитие воронки и CRM Битрикс24.",https://nesiditsa.ru/vacancy/136472949,Не сидится / полный текст HH-linked вакансии,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E03,LEGAL_SCALE,"ООО «ГАЗОХИМ ИНЖИНИРИНГ», ИНН 0273912493, ОГРН 1170280007083 — действующее российское частное юрлицо; Saby показывает выручку от основной деятельности 371,3 млн руб. за 2025 год, а актуальный реестровый профиль — 85 сотрудников по данным ФНС за 2025 год; категория МСП — малый бизнес.",https://saby.ru/profile/0273912493-027401001,Saby Profile / бухгалтерская отчетность,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E04,LPR,"Свежая карточка контрагента на 12.09.2026 подтверждает: генеральный директор ООО «ГАЗОХИМ ИНЖИНИРИНГ» — Кривчун Егор Алексеевич, в должности с 14.05.2026.",https://check.tochka.com/company/1170280007083/,Точка / ЕГРЮЛ,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E05,BRAND_LINKAGE,"Официальная политика конфиденциальности gaschemeng.com прямо определяет оператором ООО «Газохим Инжиниринг», ИНН 0273912493, ОГРН 1170280007083; официальная страница контактов публикует то же ООО и ИНН.",https://gaschemeng.com/policy,Официальный сайт Газохим Инжиниринг,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
N5K-1552-002,N5K-1552-002-E06,CONTACT,"Официальный сайт Газохим Инжиниринг публикует корпоративные телефоны +7 (347) 294-02-46 и +7 (499) 911-11-01, email mail@gaschemeng.ru и форму связи. Контакты не приписываются лично генеральному директору.",https://gaschemeng.com/contacts,Официальный сайт Газохим Инжиниринг,2026-09-13T14:06:00+03:00,Высокая,N5K-20260913-1552,new_5000
