Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0637-001,N5K-0637-001-E01,SIGNAL,"Вакансия коммерческого директора опубликована 03.08.2026: задача обеспечить управляемый рост продаж, запустить и масштабировать активные продажи, развивать ключевых заказчиков и партнерскую сеть",https://dreamjob.ru/employers/136859/vakansii/135837126,DreamJob / HH vacancy mirror,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-001,N5K-0637-001-E02,SIGNAL_FULL_TEXT,"Полный текст вакансии требует выстроить сквозной процесс лид→сделка→онбординг→повторные продажи→LTV, сделать CRM единым источником данных, вести прогноз по воронке, план-факт и коммерческую эффективность по конверсии, циклу сделки и маржинальности",https://dreamjob.ru/employers/136859/vakansii/135837126,DreamJob,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-001,N5K-0637-001-E03,LEGAL_SCALE_LPR,"ООО «ПРОСТО» действует; ИНН 1841039706, ОГРН 1141841001158; директор Петухов Алексей Валерьевич; учредители — Овчинников А.А., Николаев К.С., Петухов А.В., Мурыгин И.В.; выручка 2025 около 680,8 млн ₽, численность 196",https://firmoteka.ru/1841039706,Firmoteka / ФНС-oriented data,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-001,N5K-0637-001-E04,LEGAL_LINKAGE,"Официальный сайт Programming Store указывает юридическую информацию ООО «ПРОСТО», ИНН 1841039706; RBC также связывает бренд Programming Store с этим юрлицом и ОГРН 1141841001158",https://programstore.ru/about,Официальный сайт Programming Store,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-001,N5K-0637-001-E05,CONTACT,"Официальная страница контактов Programming Store публикует 8 800 600-25-01 и site@programstore.ru",https://programstore.ru/contacts,Официальный сайт Programming Store,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-002,N5K-0637-002-E01,SIGNAL,"Вакансия РОП опубликована 12.08.2026: цель — объединить e-commerce, интернет-магазин и дилерскую сеть в единую систему роста выручки и маржинальности",https://dreamjob.ru/employers/107751/vakansii/136170051,DreamJob / HH vacancy mirror,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-002,N5K-0637-002-E02,SIGNAL_FULL_TEXT,"Полный текст вакансии прямо требует навыков построения процессов: регламенты, CRM, отчетность и контроль качества; управление тремя коммерческими направлениями как единой системой роста",https://dreamjob.ru/employers/107751/vakansii/136170051,DreamJob,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-002,N5K-0637-002-E03,LEGAL_SCALE_LPR,"ООО «АЛМАЗ» действует; ИНН 6137006902, ОГРН 1026101716453; частная собственность; директор Поляков Олег Владимирович; учредитель Змиевский Сергей Николаевич; выручка 2025 1,413 млрд ₽; 449 сотрудников",https://b2b.house/company/OOO-ALMAZ_089db1f2-8fc9-4736-80aa-91c0ba667158/,B2B.House / registry and financial data,2026-09-05T13:54:00+03:00,Высокая,N5K-20260905-637,new_5000
N5K-0637-002,N5K-0637-002-E04,LEGAL_LINKAGE,"Публичные отраслевые источники связывают ООО «АЛМАЗ» из Волгодонска и торговую марку «Любимый Дом» с доменом lubidom.ru; адрес юрлица — ул. 7-я Заводская, 44",https://www.solvo.ru/clients/almaz/mebelnaya-fabrika/,Solvo client case,2026-09-05T13:54:00+03:00,Средняя,N5K-20260905-637,new_5000
N5K-0637-002,N5K-0637-002-E05,CONTACT,"Публичные актуальные карточки бренда публикуют корпоративные контакты sales@lubidom.ru и +7 (800) 333-87-27; legal source указывает lubidom.ru как сайт ООО «АЛМАЗ»",https://pravda-klientov.ru/company/lubimyy-dom-28,Публичная карточка бренда Любимый Дом,2026-09-05T13:54:00+03:00,Средняя,N5K-20260905-637,new_5000
