Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-1546-001,N5K-1546-001-E01,SIGNAL_DATE,"Русскоязычная вакансия Руководитель отдела продаж / Head of Sales B2B компании Наймикс опубликована 05.09.2026 в Москве и доступна для быстрого отклика с hh.ru.",https://dreamjob.ru/employers/112027/vakansii/137017518,DreamJob / HH-linked vacancy,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-001,N5K-1546-001-E02,SIGNAL,"Прямой S1 business-intent: новый руководитель должен перезапустить B2B-продажи, провести аудит команды и воронок, выстроить холодный и входящий контуры, регламентировать процессы, внедрить метрики, регулярную отчетность и сквозную аналитику, запускать гипотезы роста и усиливать команду.",https://dreamjob.ru/employers/112027/vakansii/137017518,DreamJob / полный текст вакансии,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-001,N5K-1546-001-E03,LEGAL_SCALE,"ООО «НАЙМИКС», ИНН 5047217640, ОГРН 1185053038994 — действующее российское частное юрлицо; выручка за 2025 год 478,812 млн руб., чистая прибыль 120,854 млн руб., среднесписочная численность 50 человек.",https://b2b.house/company/OOO-NAJMIKS_afbb5c8f-55a2-4413-98b9-5ef157750454/,B2B.House / данные ЕГРЮЛ и бухгалтерской отчетности,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-001,N5K-1546-001-E04,LPR,"Генеральный директор ООО «НАЙМИКС» — Емец Виктор Валентинович; он также является участником общества.",https://b2b.house/company/OOO-NAJMIKS_afbb5c8f-55a2-4413-98b9-5ef157750454/,B2B.House / ЕГРЮЛ,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-001,N5K-1546-001-E05,BRAND_LINKAGE,"Официальный сайт использует бренд Наймикс, указывает © ООО «Наймикс» 2019–2026 и адрес 125171, Москва, Ленинградское ш., 16а стр. 3; этот адрес совпадает с адресом ООО «НАЙМИКС» ИНН 5047217640, ОГРН 1185053038994.",https://naimix.ru/business,Официальный сайт Наймикс + legal registry,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-001,N5K-1546-001-E06,CONTACT,"Официальный сайт Наймикс публикует практические корпоративные контакты 8 800 500 56 54 и direct@naimix.info. Контакты не приписываются лично генеральному директору.",https://naimix.ru/contacts/,Официальный сайт Наймикс,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E01,SIGNAL_DATE,"Русскоязычная вакансия Руководитель отдела продаж / РОП компании Центр управления проектами КВАНТ отображалась 13.09.2026 как опубликованная «вчера» в Москве; для RUN зафиксирована дата 12.09.2026.",https://dreamjob.ru/employers/6081051/vakansii/137174834,DreamJob / HH-linked vacancy,2026-09-13T10:53:00+03:00,Средняя,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E02,SIGNAL,"Прямой S1 business-intent: развитие и масштабирование продаж, формирование стратегии, новая B2B-воронка и pipeline крупных заказчиков, выход на ЛПР, управление отделом, совершенствование CRM, отчетности и воронки, повышение прогнозируемости и подготовка плана масштабирования отдела.",https://dreamjob.ru/employers/6081051/vakansii/137174834,DreamJob / полный текст вакансии,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E03,LEGAL_SCALE,"ООО «ЦЕНТР УПРАВЛЕНИЯ ПРОЕКТАМИ КВАНТ», ИНН 7730508008, ОГРН 1047796378167 — действующее российское частное юрлицо; выручка за 2025 год 103,211 млн руб., рост 203,21% к 2024 году, чистая прибыль 2,481 млн руб., 11 сотрудников.",https://b2b.house/company/OOO-CUP-KVANT_b09e16f0-f069-4392-9f7d-d77ab632461e/,B2B.House / данные ЕГРЮЛ и бухгалтерской отчетности,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E04,LPR,"Генеральный директор ООО «ЦУП КВАНТ» — Облеухов Андрей Юрьевич; участники — Цымбалюк Аурелия Ивановна и Аверина Анастасия Михайловна по 50%.",https://www.tbank.ru/business/contractor/legal/1047796378167/,Т-Банк Бизнес / ЕГРЮЛ,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E05,BRAND_LINKAGE,"Официальный сайт ENT-Engineering на странице контактов прямо публикует реквизиты ООО «Центр управления проектами КВАНТ», ИНН 7730508008, ОГРН 1047796378167, и тот же московский адрес.",https://ent-engineering.ru/contacts/,Официальный сайт ENT-Engineering,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
N5K-1546-002,N5K-1546-002-E06,CONTACT,"Официальный сайт ENT-Engineering публикует практические корпоративные контакты +7 (903) 506-76-77 и info@ent-engineering.ru. Контакты не приписываются лично генеральному директору.",https://ent-engineering.ru/contacts/,Официальный сайт ENT-Engineering,2026-09-13T10:53:00+03:00,Высокая,N5K-20260913-1546,new_5000
