Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-1030-001,N5K-1030-001-E01,SIGNAL_DATE,"Русскоязычная вакансия «Коммерческий директор / Директор по продажам» работодателя PROGRESS опубликована 09.09.2026 в Санкт-Петербурге.",https://dreamjob.ru/employers/36363/vakansii/136879399,DreamJob / HH-linked vacancy,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-001,N5K-1030-001-E02,SIGNAL,"Компания прямо описывает переход от ручного управления к масштабируемой прогнозируемой системе; задача — снять операционную нагрузку с генерального директора, обеспечить прирост выручки, управлять P&L, воронками, CRM/ERP и регулярной отчетностью — прямой S1 business-intent.",https://dreamjob.ru/employers/36363/vakansii/136879399,DreamJob / HH-linked vacancy,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-001,N5K-1030-001-E03,LEGAL_SCALE,"ООО «КОМПАНИЯ ПРОГРЕСС», ИНН 7810544178, ОГРН 1097847025770 — действующее российское частное юрлицо; выручка за 2025 год 875,6 млн ₽, чистая прибыль 109,8 млн ₽, 72 сотрудника.",https://companium.ru/id/1097847025770-kompaniya-progress,Companium / ЕГРЮЛ и бухгалтерская отчетность,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-001,N5K-1030-001-E04,LPR,"Генеральный директор ООО «КОМПАНИЯ ПРОГРЕСС» — Железнова Екатерина Сергеевна; она же мажоритарный учредитель с долей 51%.",https://companies.rbc.ru/id/1097847025770-ooo-kompaniya-progress/,РБК Компании / ЕГРЮЛ,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-001,N5K-1030-001-E05,BRAND_LINKAGE,"Официальный сайт использует точное наименование ООО «Компания Прогресс», публикует адрес головного офиса в Санкт-Петербурге и тот же корпоративный телефон; публичная карточка юрлица связывает домен ttcprogress.ru с ИНН 7810544178 и ОГРН 1097847025770.",https://ttcprogress.ru/participate/,Официальный сайт ООО «Компания Прогресс»,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-001,N5K-1030-001-E06,CONTACT,"Официальный сайт публикует корпоративные контакты +7 (812) 622-08-88 и info@ttcprogress.ru; контакты лично LPR не приписываются.",https://ttcprogress.ru/participate/,Официальный сайт ООО «Компания Прогресс»,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E01,SIGNAL_DATE,"Русскоязычная вакансия «Коммерческий директор (CCO)» работодателя «Элесар-Групп» опубликована 10.09.2026 в Санкт-Петербурге.",https://dreamjob.ru/employers/149168/vakansii/137216468,DreamJob / HH-linked vacancy,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E02,SIGNAL,"Компания находится на этапе масштабирования; коммерческий директор отвечает за коммерческую стратегию, выручку, валовую прибыль, развитие новых рынков и направлений, pipeline крупных проектов и структуру коммерческого блока — прямой S1 business-intent.",https://dreamjob.ru/employers/149168/vakansii/137216468,DreamJob / HH-linked vacancy,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E03,LEGAL_SCALE,"ООО «ЭЛЕСАР-ГРУПП», ИНН 7806575286, ОГРН 1207800103301 — действующее российское частное юрлицо; выручка за 2025 год 1,503901 млрд ₽, чистая прибыль 97,627 млн ₽.",https://companies.rbc.ru/id/1207800103301-obschestvo-s-ogranichennoj-otvetstvennostyu-elesar-grupp/,РБК Компании / ЕГРЮЛ и бухгалтерская отчетность,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E04,LPR,"Генеральный директор ООО «ЭЛЕСАР-ГРУПП» — Ершов Александр Сергеевич; учредители Ершов Александр Сергеевич и Алиев Ренат Натигович владеют по 50%.",https://zachestnyibiznes.ru/company/ul/1207800103301_7806575286_OOO-ELESAR-GRUPP,ЗаЧестныйБизнес / ЕГРЮЛ,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E05,BRAND_LINKAGE,"Официальный сайт прямо называет ООО «Элесар-Групп» и публикует адрес 197375, Санкт-Петербург, ул. Вербная, 27, совпадающий с юридическим адресом действующего ООО «ЭЛЕСАР-ГРУПП» ИНН 7806575286, ОГРН 1207800103301.",https://elesar-group.ru/,Официальный сайт ООО «Элесар-Групп»,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
N5K-1030-002,N5K-1030-002-E06,CONTACT,"Официальный сайт публикует корпоративные контакты +7 (812) 969-99-79 и info@elesar-group.ru; контакты лично LPR не приписываются.",https://elesar-group.ru/,Официальный сайт ООО «Элесар-Групп»,2026-09-12T21:55:35+03:00,Высокая,N5K-20260912-1030,new_5000
