Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0631-001,N5K-0631-001-E01,SIGNAL,"Вакансия COO опубликована 13.08.2026 и актуальна до 12.09.2026; BARNES прямо указывает этап масштабирования и переход к более системной модели управления",https://moscow.cataloxy.ru/rabota/vacancy1127362617_operatsionnyy-direktor-coo.htm,Cataloxy / HH vacancy mirror,2026-09-05T11:30:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-001,N5K-0631-001-E02,SIGNAL_FULL_TEXT,"COO отвечает за коммерческий блок, рост выручки и конверсии, единую систему продаж, синхронизацию маркетинга и продаж, прозрачную CRM-воронку, управленческую отчётность, процессы, руководителей, прибыль и системные изменения",https://moscow.cataloxy.ru/rabota/vacancy1127362617_operatsionnyy-direktor-coo.htm,Cataloxy / HH vacancy mirror,2026-09-05T11:30:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-001,N5K-0631-001-E03,LEGAL_SCALE_LPR,"ООО «РКМ РЕАЛ ЭСТЕЙТ», ИНН 7707430924, ОГРН 1197746350999, действует; генеральный директор Илиопуло Гордей Андреевич; выручка 2025 133,78 млн ₽",https://companium.ru/id/1197746350999-rkm-real-ehsteyt,Companium,2026-09-05T11:30:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-001,N5K-0631-001-E04,LEGAL_SCALE,"Независимый источник подтверждает выручку ООО «РКМ РЕАЛ ЭСТЕЙТ» за 2025 год 133,78 млн ₽",https://b2b.house/company/OOO-RKM-REAL-ESTEJT_a0b8a8c7-288e-46df-922f-9ef6002821dd/,B2B.House,2026-09-05T11:30:00+03:00,Средняя,N5K-20260904-631,new_5000
N5K-0631-001,N5K-0631-001-E05,CONTACT,"Официальный сайт BARNES Moscow публикует +7 (499) 272-48-72 и moscow@barn-estate.com, адрес офиса на Петровке 19 стр. 1",https://barnes-moscow.com/contacts/,Официальный сайт BARNES Moscow,2026-09-05T11:30:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-002,N5K-0631-002-E01,SIGNAL,"Вакансия коммерческого директора опубликована 06.08.2026: холдинг ищет архитектора коммерческой стратегии всей группы и специалиста по трансформации коммерческих функций",https://dreamjob.ru/employers/48779/vakansii/134958597,DreamJob / HH vacancy mirror,2026-09-05T13:50:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-002,N5K-0631-002-E02,LEGAL_LINK,"Официальный сайт холдинга на странице контактов указывает адрес Новосибирск, Красноярская 35 и в футере © ООО «ТС ГРУПП», что совпадает с юрлицом ИНН 5407266860",https://tsgroupnsk.ru/kontakty,Официальный сайт ТС ГРУПП,2026-09-05T13:50:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-002,N5K-0631-002-E03,LEGAL_SCALE_LPR,"ООО «ТС ГРУПП», ИНН 5407266860, ОГРН 1045403206200, действует; генеральный директор Вершинин Денис Владимирович; учредитель Бойко Марьяна Александровна; выручка 2025 около 128,9 млн ₽",https://firmoteka.ru/5407266860,Firmoteka,2026-09-05T13:50:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-002,N5K-0631-002-E04,LEGAL_LPR,"Независимый источник подтверждает действующее ООО «ТС ГРУПП», ИНН 5407266860, ОГРН 1045403206200, генерального директора Вершинина Дениса Владимировича и учредителя Бойко Марьяну Александровну",https://companies.rbc.ru/id/1045403206200-ooo-ts-grupp/,РБК Компании,2026-09-05T13:50:00+03:00,Высокая,N5K-20260904-631,new_5000
N5K-0631-002,N5K-0631-002-E05,CONTACT,"Официальный сайт холдинга публикует +7 (383) 230-11-30 и secretar@transervis.ru как контакты ТС ГРУПП",https://tsgroupnsk.ru/kontakty,Официальный сайт ТС ГРУПП,2026-09-05T13:50:00+03:00,Высокая,N5K-20260904-631,new_5000
