Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0082,LEGAL,"ООО «ДИДЖИТАЛ АЙ» действует; ИНН 7736330064; ОГРН 1207700347029; генеральный директор и единственный учредитель Фридман Денис Борисович",https://companies.rbc.ru/id/1207700347029-obschestvo-s-ogranichennoj-otvetstvennostyu-didzhital-aj/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0082,SCALE,"Выручка 332 953 000 ₽ и прибыль 34 884 000 ₽ за 2025 год; официальный сайт указывает 15 лет работы, 400+ клиентов и 1200+ кампаний",https://digitali.ru/about/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0082,SIGNAL,"29 января 2026 опубликована вакансия Руководителя отдела продаж: создание отдела с нуля, B2B-привлечение новых клиентов, найм и управление командой, выстраивание бизнес-процессов с 0",https://hh.ru/vacancy/130004737,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0082,LPR_AND_ROUTE,"Фридман Денис Борисович — собственник 100% и генеральный директор; публичные маршруты: +7 (499) 110-60-17, welcome@digitali.ru, форма официального сайта и HeadHunter",https://digitali.ru/contacts/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0082,BRAND_LEGAL_MATCH,"Политика digitali.ru прямо называет оператором ООО «Диджитал Ай»; управляющий партнер Денис Фридман совпадает с директором и собственником юрлица",https://digitali.ru/privacy/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0083,LEGAL,"ООО «ТОРГ-ЛАЙТ» действует; ИНН 7723401350; ОГРН 1157746682576; генеральный директор и единственный учредитель Кобылян Александр Александрович",https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0083,SCALE,"Выручка 64 136 000 ₽ за 2025 год; компания производит светодиодное оборудование на собственной площадке и работает с B2B-проектными клиентами",https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0083,SIGNAL,"20 января 2026 опубликована вакансия РОП: ключевая задача — создать отдел продаж с нуля и обеспечить рост по B2B, проектному и дилерскому каналам",https://hh.ru/vacancy/129668251,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0083,LPR_AND_ROUTE,"Кобылян Александр Александрович — собственник 100% и генеральный директор; маршруты: 8 (800) 500-44-63, sales@aceled.ru, форма сайта и HeadHunter",https://aceled.ru/contacts,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
N5K-0083,BRAND_LEGAL_MATCH,"Официальная страница контактов aceled.ru публикует реквизиты ООО «Торг-Лайт», ИНН 7723401350, ОГРН 1157746682576 и ФИО руководителя Кобылян Александр Александрович",https://aceled.ru/contacts,2026-08-08T08:01:46+03:00,N5K-20260808-115,new_5000
