Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0399,N5K-0399-E01,LEGAL,"ООО «ЦЕНТРАЛГАЗ», ИНН 7810995156, ОГРН 1147847375576, действует; генеральный директор Конин Алексей Александрович; собственник Наумов Владислав Сергеевич 100%.",https://companies.rbc.ru/id/1147847375576-ooo-tsentralgaz/,Current legal/company profile checked August 2026,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0399,N5K-0399-E02,SCALE_CURRENT,"Финансовая отчетность за 2025 год: выручка 48,712 млн руб., прибыль 1,081 млн руб.; 7 сотрудников.",https://companies.rbc.ru/id/1147847375576-ooo-tsentralgaz/,2025 financial reporting / current company profile,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0399,N5K-0399-E03,BRAND_LEGAL,"Official CentralGas website publishes the same legal entity ООО «Централгаз», INN 7810995156 and OGRN 1147847375576 and describes gas-pipeline design/construction services.",https://centralgas.ru/,Official website,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0399,N5K-0399-E04,OWNER_LPR,Конин Алексей Александрович is general director; Наумов Владислав Сергеевич is 100% participant.,https://companies.rbc.ru/id/1147847375576-ooo-tsentralgaz/,Current legal/company profile,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0399,N5K-0399-E05,SIGNAL,"Fresh Head of Sales vacancy asks to systematize a 6-person sales department, improve lead handling and conversion, and establish manager/deadline control.",https://st-petersburg.cataloxy.ru/rabota/vacancy1127135732_rukovoditel-otdela-prodazh.htm,July-August 2026 vacancy listing,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0399,N5K-0399-E06,CONTACT,Official website publishes +7 (812) 648-41-99 and an official callback/contact route.,https://centralgas.ru/,Official website,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E01,LEGAL,"ООО «КЛАДОВАЯ ЗДОРОВЬЯ», ИНН 7805180567, ОГРН 1037811074102, действует; генеральный директор Липнер Борис Семенович; учредители Липнер Борис Семенович и Крылова Ирина Степановна.",https://companies.rbc.ru/id/1037811074102-ooo-kladovaya-zdorovya/,Current legal/company profile checked August 2026,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E02,SCALE_CURRENT,"Финансовая отчетность за 2025 год: выручка 337,659 млн руб., убыток 40,134 млн руб.; актуальный профиль указывает 80 сотрудников.",https://companies.rbc.ru/id/1037811074102-ooo-kladovaya-zdorovya/,2025 financial reporting / current company profile,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E03,BRAND_LEGAL,Official Kladovaya Zdorovya site is the operating retail/e-commerce contour of the same named company and publishes current customer contacts.,https://kladzdor.ru/,Official website,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E04,OWNER_LPR,Липнер Борис Семенович is general director and one of the founders of ООО «КЛАДОВАЯ ЗДОРОВЬЯ».,https://companies.rbc.ru/id/1037811074102-ooo-kladovaya-zdorovya/,Current legal/company profile,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E05,SIGNAL,Fresh Director of Wholesale Sales vacancy indicates active strengthening/rebuild of the wholesale commercial function.,https://st-petersburg.cataloxy.ru/rabota/vacancy1127153318_direktor-po-optovym-prodazham.htm,July-August 2026 vacancy listing,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
N5K-0400,N5K-0400-E06,CONTACT,Official website publishes +7 (800) 333-4-111 and info@kladzdor.ru plus feedback/contact routes.,https://kladzdor.ru/,Official website,2026-08-23T02:44:00+05:00,HIGH,N5K-20260823-333,new_5000
