Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0124,LEGAL,"ООО «МАРРОБ РУС» действует; ИНН 5032331540; ОГРН 1215000079304; генеральный директор и 100% учредитель — Шабалтас Наталья Анатольевна",https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0124,SCALE,"Выручка 2024 — 12,68 млн ₽; официальный HH-профиль описывает производственную компанию фасадных решений",https://www.upfox.ru/company/marrob-rus-1215000079304,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0124,SIGNAL,"Вакансия от 05.02.2026: построение отдела продаж с нуля, CRM, воронка, скрипты, регламенты, личные продажи и найм команды",https://hh.ru/vacancy/130209818,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0124,LPR_AND_ROUTE,"Шабалтас Наталья Анатольевна — собственник и гендиректор; официальный сайт публикует телефон, email и форму",https://marrob.ru/o-nas/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0124,BRAND_LEGAL_MATCH,"Официальный сайт MARROB прямо указывает ООО «МАРРОБ РУС», ИНН 5032331540 и ОГРН 1215000079304",https://marrob.ru/o-nas/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0125,LEGAL,"ООО «ТОРГ-ЛАЙТ» действует; ИНН 7723401350; ОГРН 1157746682576; собственник — Кобылян Александр Александрович",https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0125,SCALE,"Выручка 2025 — 64,136 млн ₽; выручка 2024 — 72,655 млн ₽",https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0125,SIGNAL,"Вакансия: ключевая задача — создать отдел продаж с нуля и обеспечить рост выручки и прибыльности по B2B, проектным и дилерским каналам",https://hh.ru/vacancy/129668251,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0125,LPR_AND_ROUTE,"Практический маршрут подтвержден официальной страницей: +7 (800) 500-44-63 и sales@aceled.ru",https://aceled.ru/contacts,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0125,BRAND_LEGAL_MATCH,"Официальная страница Линии Света/ACELED прямо публикует реквизиты ООО «Торг-Лайт»: ИНН 7723401350, ОГРН 1157746682576",https://aceled.ru/contacts,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0126,LEGAL,"ООО «БАТИССУР» действует; ИНН 6686077566; ОГРН 1169658027802; Костоусов Максим Александрович — 100% собственник и генеральный директор",https://companies.rbc.ru/id/1169658027802-ooo-batissur/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0126,SCALE,"Выручка 2024 — 2,053 млрд ₽; 8 сотрудников; вакансия сообщает о собственном производстве и цели 140 млн ₽ маржи на 2026 год",https://companies.rbc.ru/id/1169658027802-ooo-batissur/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0126,SIGNAL,"S2: компания строит с нуля отдельный отдел лидогенерации и одновременно перестраивает CRM, регламенты и управление действующей командой продаж",https://ekaterinburg.hh.ru/vacancy/129625841,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0126,LPR_AND_ROUTE,"Костоусов Максим Александрович — собственник и гендиректор; официальный сайт публикует телефон, email и форму связи",https://batissur.ru/contacts/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0126,BRAND_LEGAL_MATCH,"Официальный сайт BATISSUR публикует ООО «БАТИССУР», ИНН 6686077566 и ОГРН 1169658027802",https://batissur.ru/contacts/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0127,LEGAL,"ООО ЭКОПРОЕКТ «ЗЕЛЁНЫЙ ГОРОД» действует; ИНН 5403353569; ОГРН 1135476176252; Корнилов Андрей Владимирович — 100% собственник и директор",https://companies.rbc.ru/id/1135476176252-ooo-ekoproekt-zelyonyij-gorod/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0127,SCALE,"Выручка 2025 — 19,453 млн ₽; 6 сотрудников; зарегистрированы товарные знаки VELVETSTEPS и ПОЛИКВАРЦ",https://companies.rbc.ru/id/1135476176252-ooo-ekoproekt-zelyonyij-gorod/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0127,SIGNAL,"Вакансия от 28.01.2026: построение и развитие отдела продаж с нуля, формирование команды, системы продаж, планов и аналитики",https://novosibirsk.hh.ru/vacancy/129957412,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0127,LPR_AND_ROUTE,"Корнилов Андрей Владимирович — собственник и директор; сайт Velvet Steps публикует телефон, email и форму",https://velvet-steps.ru/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0127,BRAND_LEGAL_MATCH,"Сайт Velvet Steps прямо указывает ООО ЭкоПроект «Зеленый Город», ИНН 5403353569, ОГРН 1135476176252 и адрес, совпадающий с вакансией",https://velvet-steps.ru/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0128,LEGAL,"ООО «ЦЕЛЕВЫЕ ПРОЕКТЫ» действует; ИНН 7724740517; ОГРН 1107746204620; Горностаев Алексей Сергеевич — 100% собственник и генеральный директор",https://companies.rbc.ru/id/1107746204620-ooo-fetfoks/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0128,SCALE,"Компания работает с 2010 года; выручка 2025 — 5,155 млн ₽, прибыль — 2,130 млн ₽; вакансия указывает 16 лет работы",https://companies.rbc.ru/id/1107746204620-ooo-fetfoks/,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0128,SIGNAL,"S1: маркетинг и продажи не выстроены; задача — с нуля создать проактивные исходящие B2B-продажи IT-услуг",https://hh.ru/vacancies/head_of_sales,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0128,LPR_AND_ROUTE,"Горностаев Алексей Сергеевич — собственник и гендиректор; официальный сайт публикует телефон, партнерский email, Telegram и форму",https://www.fatfox.ru/contacts,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
N5K-0128,BRAND_LEGAL_MATCH,"Официальная страница FatFox публикует ООО «Целевые проекты», ИНН 7724740517, ОГРН 1107746204620 и генерального директора Горностаева А.С.",https://www.fatfox.ru/contacts,2026-08-09T14:03:15+03:00,N5K-20260809-144,new_5000
