Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0086,LEGAL,"ООО «ВОРЛД РУСЛАНД» действует; ИНН 5262292952; ОГРН 1135262008716; генеральный директор Туманов Петр Владимирович; учредители Брайцев Роман Евгеньевич и Савинов Алексей Сергеевич по 50%",https://companies.rbc.ru/id/1135262008716-ooo-vorld-rusland/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0086,SCALE,"Выручка 318 063 000 ₽ за 2024 год; 15 сотрудников; компания работает с 2013 года и поставляет металлообрабатывающее оборудование",https://check.tochka.com/company/1135262008716/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0086,SIGNAL,"Вакансия РОП требует разработки стратегии увеличения продаж, управления и подбора команды, аудита клиентского рынка и расширения присутствия компании в регионах; свежие агрегаторы показывают активность вакансии в июле 2026",https://hh.ru/vacancy/129742362,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0086,LPR_AND_ROUTE,"Туманов Петр Владимирович — генеральный директор; официальный сайт подтверждает +7 (831) 280-98-01 и info@w-m.group",https://w-m.group/contacts,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0086,BRAND_LEGAL_MATCH,"Официальная страница контактов World Machinery прямо указывает ООО «ВОРЛД Русланд», ИНН 5262292952 и ОГРН 1135262008716",https://w-m.group/contacts,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0087,LEGAL,"ООО «ПРОМЭЛЕКТРОКОМПЛЕКТ» действует; ИНН 7733285649; ОГРН 1167746484432; собственник 100% и генеральный директор Петров Александр Сергеевич",https://companies.rbc.ru/id/1167746484432-ooo-promelektrokomplekt/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0087,SCALE,"Выручка за 2025 год 640 447 000 ₽; HH указывает ассортимент более 120 000 позиций, официальный сайт — развитую логистическую сеть по России",https://companies.rbc.ru/id/1167746484432-ooo-promelektrokomplekt/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0087,SIGNAL,"Вакансия РОП прямо сообщает, что компания растёт и расширяет продажи; задачи — запуск и развитие отдела продаж, найм команды, управление воронкой и масштабирование выручки",https://hh.ru/vacancy/129368708,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0087,LPR_AND_ROUTE,"Петров Александр Сергеевич — собственник 100% и генеральный директор; официальный сайт подтверждает +7 (495) 580-30-14 и info@pek24.ru",https://pek24.ru/about/details/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0087,BRAND_LEGAL_MATCH,"Официальный сайт ПЭК.24 указывает ООО «ПромЭлектроКомплект», ИНН 7733285649 и ОГРН 1167746484432",https://pek24.ru/about/details/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0088,LEGAL,"ООО «ЗАБОРОФФ» действует; ИНН 9709008831; ОГРН 1177746882840; Каширин Олег Вячеславович — собственник 100% и генеральный директор",https://companies.rbc.ru/id/1177746882840-ooo-zaboroff/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0088,SCALE,"Выручка 46 172 000 ₽ за 2025 год; 18 сотрудников; официальный сайт заявляет собственное производство; бренд работает с 2006 года",https://www.zaboroff.ru/about/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0088,SIGNAL,"Вакансия РОП ориентирована на запуск B2B-направления продаж заборов с нуля и построение нового отдела под ответственность руководителя",https://hh.ru/vacancy/129646446,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0088,LPR_AND_ROUTE,"Каширин Олег Вячеславович — собственник, генеральный директор и основатель бренда; официальный сайт подтверждает +7 (495) 256-22-22 и mail@zaboroff.ru",https://www.zaboroff.ru/about/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
N5K-0088,BRAND_LEGAL_MATCH,"Официальный сайт ZABOROFF прямо указывает ООО «ЗАБОРОФФ», ИНН 9709008831 и ОГРН 1177746882840",https://www.zaboroff.ru/,2026-08-08T11:04:00+03:00,N5K-20260808-118,new_5000
