Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0152,LEGAL,"ООО «ПРОМЕТЕКС» действует; ИНН 9725010958; ОГРН 1197746327954; Москва",https://companies.rbc.ru/id/1197746327954-obschestvo-s-ogranichennoj-otvetstvennostyu-prometeks/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0152,OWNER,"Учредитель 100% и генеральный директор — Жестков Артем Александрович",https://companies.rbc.ru/id/1197746327954-obschestvo-s-ogranichennoj-otvetstvennostyu-prometeks/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0152,SCALE,"Выручка 2025 — 594,972 млн ₽; официальный сайт указывает более 2000 тонн металлопроката на складе и поставки по России",https://prometex.pro/about/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0152,SIGNAL,"Вакансия 2026: новое направление; задача руководителя — построить удалённый отдел продаж под ключ, процессы, команду, скрипты и мотивацию",https://hh.ru/vacancy/130008552,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0152,LPR_AND_ROUTE,"Официальный сайт публикует +7 (495) 323-53-30, zakaz@prometex.pro и форму; вакансия даёт дополнительный HH-маршрут",https://prometex.pro/contacts/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0152,BRAND_LEGAL_MATCH,"Официальный сайт Прометекс публикует реквизиты ООО «ПРОМЕТЕКС», ИНН 9725010958, ОГРН 1197746327954 и директора Жесткова А.А.",https://prometex.pro/about/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,LEGAL,"ООО «ГУД ВУД» действует; ИНН 5047068564; ОГРН 1055009337460; Московская область",https://companies.rbc.ru/id/1055009337460-ooo-gud-vud/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,OWNER,"Учредители — Александр Антипов, Александр Дубовенко и Вячеслав Горячев; управляющий ИП — Алексей Парфенов; официальный сайт называет Александра Дубовенко основателем GOOD WOOD",https://www.gwd.ru/about/company/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,SCALE,"Выручка 2025 — 1,049 млрд ₽; официальный сайт: 5683 семей живут в построенных домах, команда 255 человек, собственное производство более 10 000 м²",https://www.gwd.ru/about/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,SIGNAL,"Запуск нового бизнес-направления «Дизайн интерьера»; требуется построить отдел продаж с нуля, выстроить процессы и вывести направление на плановые показатели",https://krasnodar.hh.ru/vacancy/130236265,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,LPR_AND_ROUTE,"Официальный сайт публикует +7 495 150-11-11, mail@gwd.ru и форму; HH-вакансия — дополнительный маршрут",https://www.gwd.ru/contacts/moskva/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
N5K-0153,BRAND_LEGAL_MATCH,"Официальная страница контактов GOOD WOOD прямо публикует реквизиты ООО «ГУД ВУД», ИНН 5047068564",https://www.gwd.ru/contacts/moskva/,2026-08-10T10:02:55+03:00,N5K-20260810-164,new_5000
