Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0760,N5K-0760-E01,LEGAL,ООО «Ай-Пласт» действует; официальные реквизиты подтверждают юридическое лицо.,https://iplast.com/legality/requisites/,iPlast,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0760,N5K-0760-E02,SIZE,"Публичный профиль за 2025 год указывает выручку около 10,4 млрд ₽; компания имеет многоплощадочное производство.",https://sledi.ru/ay-plast-1651057721/,Sledi.ru,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0760,N5K-0760-E03,SIGNAL,"23.06.2026 подписано соглашение о новом комплексе 40 000 м² с инвестициями 3,6 млрд ₽.",https://iplast.com/press-center/news/events/i-plast-investiruet-v-novyy-proizvodstvennyy-kompleks-vo-vladimirskoy-oblasti/,iPlast,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0760,N5K-0760-E04,LPR,Генеральный директор — Игорь Анатольевич Удотов.,https://iplast.com/legality/requisites/,iPlast,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0760,N5K-0760-E05,CONTACT,Официально опубликованы корпоративные email и телефон.,https://iplast.com/contacts/factories/,iPlast,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0761,N5K-0761-E01,LEGAL,ООО «ГлазЦентр-Краснодар» действует; юридическое лицо подтверждено актуальным публичным профилем и официальными реквизитами.,https://companies.rbc.ru/id/1192375058260-obschestvo-s-ogranichennoj-otvetstvennostyu-glaztsentr-krasnodar/,РБК Компании,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0761,N5K-0761-E02,SIZE,"Публичный финансовый профиль за 2025 год указывает доход 300,795 млн ₽; сеть имеет два филиала в Краснодаре.",https://www.prima-inform.ru/cat/cc/glazcentr-krasnodar-1192375058260-2308267794,Prima-Inform,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0761,N5K-0761-E03,SIGNAL,11.06.2026 открыт второй филиал в Краснодаре; заявлено дальнейшее развитие.,https://south.vedomosti.ru/press_releases/2026/06/11/glaztsentr-otkril-vtoroi-filial-v-krasnodare,Ведомости Юг,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0761,N5K-0761-E04,LPR,Генеральный директор / собственник — Светлана Юрьевна Слюсаренко.,https://krasnodar.glazcentre.ru/rekvizity/,ГлазЦентр Краснодар,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
N5K-0761,N5K-0761-E05,CONTACT,Официально опубликованы email и телефон клиники.,https://krasnodar.glazcentre.ru/kontakty/,ГлазЦентр Краснодар,2026-09-02T00:51:00+03:00,HIGH,N5K-20260902-575R1,new_5000
