Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0066,LEGAL,ООО «МАКОШЬ» действует; ИНН 7153001004; ОГРН 1207100014230; генеральный директор Рябов Сергей Сергеевич; учредители — физические лица,https://companies.rbc.ru/id/1207100014230-obschestvo-s-ogranichennoj-otvetstvennostyu-makosh/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0066,SCALE,Выручка за 2025 год 55 570 000 ₽; официальный сайт указывает мощность переработки 20 000 тонн семечки в год и статус резидента ОЭЗ «Узловая»,https://makosh.pro/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0066,SIGNAL,Вакансия руководителя B2B-продаж требует выстроить отдел продаж с нуля или существенно усилить систему; определить структуру команды; внедрить CRM воронку отчётность и KPI,https://facancy.ru/vacancies/rukovoditel-b2b-prodazh-v-proizvodstvennuiu-kompaniiu-makosh,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0066,LPR_AND_ROUTE,Рябов Сергей Сергеевич — генеральный директор; официальный сайт подтверждает +7 (495) 987-37-14; info@makosh.pro; WhatsApp/Telegram +7 993 282-09-39 и форму запроса,https://makosh.pro/about/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0066,BRAND_LEGAL_MATCH,Официальный сайт Макошь публикует реквизиты ООО «МАКОШЬ» ИНН 7153001004 ОГРН 1207100014230,https://makosh.pro/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0067,LEGAL,ООО «ЭНЭЛ ГРУП» действует; ИНН 7813607820; ОГРН 1187847058585; генеральный директор Барышников Андрей Сергеевич; собственник Арвентьев Вячеслав Викторович 100%,https://companies.rbc.ru/id/1187847058585-ooo-enel-grup/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0067,SCALE,Официальный сайт NL Group заявляет 5+ млрд ₽ оборота за последний год; 100+ специалистов; 500+ поставщиков; среднегодовой темп роста +63% за последние 3 года,https://nlgroup.ru/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0067,SIGNAL,Вакансия директора по продажам логистических услуг ставит задачу создать отдел продаж логистических услуг с нуля и разработать стратегию развития направления,https://facancy.ru/vacancies/direktor-po-prodazham-logisticheskikh-uslug-v-importno-eksportnuiu-kompaniiu-nl-group,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0067,LPR_AND_ROUTE,Барышников Андрей Сергеевич — генеральный директор; официальный сайт подтверждает +7 (812) 332-44-80; info@nlgroup.ru и контактную форму,https://nlgroup.ru/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
N5K-0067,BRAND_LEGAL_MATCH,Товарный знак NL NEXT LEVEL GROUP принадлежит ООО «ЭНЭЛ ГРУП»; официальный сайт и юридические источники используют тот же адрес и бренд,https://companies.rbc.ru/amp/trademarks/731330/,2026-08-07T19:01:07+03:00,N5K-20260807-102,new_5000
