Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0731,N5K-0731-E01,LEGAL,"ООО ""АРАВИЯ"" действует; ИНН 7704735318, ОГРН 1097746603900; генеральный директор Жданов Руслан Викторович.",https://companium.ru/id/1097746603900-araviya,Companium,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0731,N5K-0731-E02,SIZE,"Worker evidence фиксирует выручку 2025 около 4,2 млрд ₽ и прибыль около 1,13 млрд ₽.",https://firmoteka.ru/7704735318,Фирмотека,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0731,N5K-0731-E03,SIGNAL,В 2026 запускается вторая очередь комплекса ARAVIA в Протвино; производственная мощность должна вырасти примерно на 40%.,https://www.vedomosti.ru/press_releases/2026/04/23/podmoskovnii-proizvoditel-kosmetiki-uvelichit-moschnost-proizvodstva-na-40,Ведомости / пресс-релиз,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0731,N5K-0731-E04,LPR,Жданов Руслан Викторович — генеральный директор ООО «АРАВИЯ»; также учредитель компании.,https://companium.ru/id/1097746603900-araviya,Companium,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0731,N5K-0731-E05,CONTACT,"Официальный сайт ARAVIA публикует телефон 8 (800) 777-17-39, info@aravia.ru и форму связи.",https://aravia.ru/contacts/,ARAVIA — официальный сайт,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0733,N5K-0733-E01,LEGAL,"ООО ""КУРСКИЙ АККУМУЛЯТОРНЫЙ ЗАВОД"" действует; ИНН 4632167682, ОГРН 1124632011217; генеральный директор Галедина Ольга Валерьевна.",https://reputation.ru/ogrn/1124632011217,Reputation.ru,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0733,N5K-0733-E02,SIZE,"Официальный сайт указывает 90 млн произведённых АКБ; расширенная мощность стартерных батарей должна достичь 1,8 млн шт. в год плюс до 300 тыс. премиальных батарей.",https://gk-kaz.ru/2026/08/10/v-kurske-blagodarya-zajmu-frp-rasshirili-proizvodstvo-starternyh-akkumulyatorov/,КАЗ — официальный сайт,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0733,N5K-0733-E03,SIGNAL,10.08.2026 КАЗ сообщил об инвестициях более 380 млн ₽ в расширение производства; планируемый рост выпуска стартерных АКБ на 20%.,https://gk-kaz.ru/2026/08/10/v-kurske-blagodarya-zajmu-frp-rasshirili-proizvodstvo-starternyh-akkumulyatorov/,КАЗ — официальный сайт,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0733,N5K-0733-E04,LPR,Генеральный директор Ольга Галедина публично комментирует расширение производства; актуальные реестровые источники подтверждают её как гендиректора.,https://gk-kaz.ru/2026/08/10/v-kurske-blagodarya-zajmu-frp-rasshirili-proizvodstvo-starternyh-akkumulyatorov/,КАЗ — официальный сайт,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
N5K-0733,N5K-0733-E05,CONTACT,"Официальная страница контактов публикует приёмную генерального директора: +7 (4712) 22-77-88, добавочный 1-5601; также общий e-mail info@accumkursk.ru.",https://gk-kaz.ru/contacts/,КАЗ — официальный сайт,2026-09-01T10:39:03+03:00,HIGH,N5K-20260901-559,new_5000
