Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0122,LEGAL,"ООО «АВТО СУВЕНИР» действует; ИНН 7743799795; ОГРН 1107746944360; генеральный директор и 100% учредитель — Зевакин Алексей Владимирович",https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0122,SCALE,"Выручка за 2025 год — 50,181 млн ₽; прибыль 5,468 млн ₽; среднесписочная численность — 9 сотрудников",https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0122,SIGNAL,"Вакансия от 02.02.2026: построение отдела продаж с нуля по нескольким направлениям, ключевое B2B; личные VIP-продажи, найм команды, CRM и unit-экономика",https://hh.ru/vacancy/130066730,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0122,LPR_AND_ROUTE,"Зевакин Алексей Владимирович — 100% собственник и генеральный директор; практический маршрут связи: публичный телефон +7 (495) 222-00-96 и HH-вакансия работодателя",https://yandex.com/maps/org/avto_suvenir/88775955424/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0122,BRAND_LEGAL_MATCH,"Название работодателя ООО «Авто Сувенир» в вакансии совпадает с действующим юрлицом; адрес вакансии ул. Ивана Сусанина, 2 совпадает с юридическим адресом ООО «АВТО СУВЕНИР»",https://hh.ru/vacancy/130066730,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0123,LEGAL,"ООО «НАЦТРАНС» действует; ИНН 5261125733; ОГРН 1205200001577; генеральный директор и 100% учредитель — Джаварян Джамаль Джемилевич",https://otc.ru/organization/all/1205200001577/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0123,SCALE,"Доходы за 2024 год — 78,606 млн ₽; численность — 17 сотрудников в 2025 году; компания работает в грузовых перевозках",https://b2b.house/company/OOO-NACTRANS_ddca1106-fa38-4f21-8704-17007de5af90/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0123,SIGNAL,"Вакансия от 28.01.2026: запуск нового направления оптовой продажи нефтепродуктов, разработка стратегии выхода на рынок и последующее формирование отдела продаж с нуля",https://hh.ru/vacancy/129971007,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0123,LPR_AND_ROUTE,"Джаварян Джамаль Джемилевич — 100% собственник и генеральный директор; HH-профиль работодателя публикует сайт dk-ls.ru, дополнительный практический маршрут — вакансия HH",https://hh.ru/employer/5350163,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
N5K-0123,BRAND_LEGAL_MATCH,"HH-профиль работодателя указан как ООО «Нацтранс»; компания была переименована из «ДК ЛОГИСТИК СЕРВИС» в «НАЦТРАНС» 12.11.2025, что согласуется с указанным в HH историческим доменом dk-ls.ru",https://b2b.house/company/OOO-NACTRANS_ddca1106-fa38-4f21-8704-17007de5af90/,2026-08-09T13:03:51+03:00,N5K-20260809-143,new_5000
