Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0666,N5K-0666-E01,LEGAL_SIZE,"ООО «БЭГРИФ», ИНН 5407206621, ОГРН 1025403215265, действует; выручка 417,1 млн ₽ за 2025 год.",https://firmoteka.ru/5407206621,Фирмотека,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0666,N5K-0666-E02,LPR_OWNER,Тимофеев Сергей Иванович — директор и единственный учредитель.,https://companies.rbc.ru/id/1025403215265-ooo-begrif/,РБК Компании,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0666,N5K-0666-E03,SIGNAL,05.08.2026 опубликована вакансия коммерческого директора (CCO).,https://berdsk.cataloxy.ru/rabota/ct-60_roznichnaya-torgovlya.htm,Cataloxy,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0666,N5K-0666-E04,CONTACT,"Официальный сайт публикует корпоративные телефон, email и contact page.",https://bagrif.ru/index.php/contacts,официальный сайт БЭГРИФ,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0667,N5K-0667-E01,LEGAL_SIZE,"ООО «НЕОС ИНГРЕДИЕНТС», ИНН 7722530095, ОГРН 1047796848648, действует; выручка 2,713 млрд ₽ за 2025 год.",https://companium.ru/id/1047796848648-neos-ingredients,Companium,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0667,N5K-0667-E02,LPR_OWNER,Флегонов Кирилл Александрович — генеральный директор; учредители Кирилл и Александр Флегоновы.,https://companium.ru/id/1047796848648-neos-ingredients,Companium,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0667,N5K-0667-E03,SIGNAL,04.06.2026 открыт R&D-центр; совокупные инвестиции в R&D и логистику около 160 млн ₽.,https://www.holodinfo.ru/news/neos-ingredients-otkryla-novyj-centr-issledovanij-/,Империя Холода,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0667,N5K-0667-E04,CONTACT,"Подтверждены официальные корпоративные телефон, email и web-route.",https://neos-ingredients.ru/contacts/,официальный сайт НЕОС Ингредиентс,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0668,N5K-0668-E01,LEGAL_SIZE,"ООО «СИБИРСКОЕ СТЕКЛО», ИНН 5406305355, ОГРН 1055406020691, действует; выручка около 9,2 млрд ₽ за 2025 год.",https://firmoteka.ru/5406305355,Фирмотека,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0668,N5K-0668-E02,LPR,Антон Павлович Мор — генеральный директор ООО «Сибирское стекло».,https://sibstek.ru/,официальный сайт Сибстекло,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0668,N5K-0668-E03,SIGNAL,28.08.2026 представлен проект цифровизации производства с измеримым эффектом и масштабированием.,https://companies.rbc.ru/news/hyLphiqORX/proekt-tsifrovizatsii-proizvodstva-sibstekla-predstavili-na-tehnoprome/,РБК Компании / Сибстекло,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0668,N5K-0668-E04,CONTACT_LEGAL,Официальный сайт подтверждает ИНН/ОГРН и email info@sibstek.ru.,https://sibstek.ru/,официальный сайт Сибстекло,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0669,N5K-0669-E01,LEGAL_SIZE,"ООО «ФЕРРУМ», ИНН 5263039350, ОГРН 1025204417688, действует; выручка 5,61 млрд ₽ за 2025 год.",https://firmoteka.ru/5263039350,Фирмотека,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0669,N5K-0669-E02,LPR_SIGNAL,Решением от 30.07.2026 Роман Сергеевич Новосёлов назначен директором с 31.07.2026.,https://e-disclosure.azipi.ru/messages/4572209/,раскрытие информации эмитента,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
N5K-0669,N5K-0669-E03,CONTACT,"Официальный сайт публикует office@shipsteel.ru, +7 (831) 261-30-00 и web-form.",https://shipsteel.ru/contacts.html,официальный сайт Феррум,2026-08-29T10:58:06+03:00,HIGH,N5K-20260829-495,new_5000
