Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0115,LEGAL,"ООО «КД-ОЙЛ» действует; ИНН 0274136317; ОГРН 1090280003351; директор — Квашнина Диана Рафаилевна; 100% учредитель — Мулюкова Гюльшат Ураловна",https://companies.rbc.ru/id/1090280003351-ooo-kd-ojl/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0115,SCALE,"Выручка 2025 — 41 578 481 000 ₽; прибыль — 297 162 000 ₽; 30 сотрудников. Официальный сайт: 16 лет на рынке, сотни партнёров, тысячи проектов",https://www.kdoil.ru/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0115,SIGNAL,"Вакансия Руководителя отдела продаж: сформировать отдел продаж с нуля, разработать KPI, руководить отделом и вести личные продажи",https://ufa.hh.ru/vacancy/129470271,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0115,LPR_AND_ROUTE,"Квашнина Диана Рафаилевна — директор и практический ЛПР; официальный сайт публикует +7 (347) 200-90-47, +7 (347) 286-58-20, info@kdoil.ru и форму связи",https://www.kdoil.ru/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0115,BRAND_LEGAL_MATCH,"HH работодатель — ООО КД-ойл; официальный сайт kdoil.ru использует бренд КД-ойл и содержит документы/контакты ООО КД-ойл по адресу Коммунистическая 78, совпадающему с ЕГРЮЛ",https://ufa.hh.ru/employer/1839761,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0116,LEGAL,"ООО «ЕВРОПОДШИПНИК М» действует; ИНН 9718077870; ОГРН 5177746032008; генеральный директор — Золотова Ольга Александровна; учредители — Золотова Ольга Александровна и Пупа Кристина Германовна",https://companies.rbc.ru/id/5177746032008-ooo-evropodshipnik-m/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0116,SCALE,"Выручка 2025 — 207 212 000 ₽; 13 сотрудников; официальный сайт указывает более 20 лет на рынке и два собственных склада с 30 000+ номенклатурных единиц",https://evropodshipnikm.ru/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0116,SIGNAL,"Вакансия Руководителя отдела продаж: создание отдела продаж с нуля, организация и развитие отдела, выполнение плана, подбор, обучение и управление менеджерами",https://hh.ru/vacancy/129917090,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0116,LPR_AND_ROUTE,"Золотова Ольга Александровна — генеральный директор и совладелец 75%; официальный сайт публикует +7 (499) 272-50-02, +7 (800) 600-95-27, evropod@bk.ru и форму обращения к руководству",https://evropodshipnikm.ru/contacts/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
N5K-0116,BRAND_LEGAL_MATCH,"Официальный сайт Европодшипник М прямо публикует реквизиты ООО «Европодшипник М», ИНН 9718077870 и ОГРН 5177746032008; генеральный директор Золотова Ольга Александровна",https://evropodshipnikm.ru/company/rekvizity/,2026-08-09T06:58:28+03:00,N5K-20260809-137,new_5000
