Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0215,N5K-E-0215-L,legal,"ООО «АРЕНА АВТО»; ИНН 6323066271; ОГРН 1036301001230; действующая российская частная компания",https://www.tbank.ru/business/contractor/legal/1036301001230/,Т-Банк / ЕГРЮЛ,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0215,N5K-E-0215-Z,scale,"Выручка 2025 — 1 767 991 000 ₽; прибыль 101 224 000 ₽; около 60 сотрудников; более 25 лет на рынке",https://companies.rbc.ru/id/1036301001230-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-arena-avto/,РБК Компании / бухгалтерская отчетность,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0215,N5K-E-0215-O,lpr,"Алясов Сергей Евгеньевич — генеральный директор и единственный учредитель 100%",https://www.tbank.ru/business/contractor/legal/1036301001230/,Т-Банк / ЕГРЮЛ,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0215,N5K-E-0215-S,signal,"Новое направление по новому автомобильному бренду; требуется РОП для формирования команды, процессов, стандартов и KPI",https://togliatti.hh.ru/vacancy/130045915,HeadHunter,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0215,N5K-E-0215-C,contact,"Практические маршруты: +7 (8482) 270-600, info@hyundai-arena.ru, официальный сайт и вакансия HeadHunter",https://hyundai-arena.ru/contact,Официальный сайт / HeadHunter,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0216,N5K-E-0216-L,legal,"ООО «АСТРАЛ-СОФТ»; ИНН 4027145240; ОГРН 1214000000092; действующая российская частная IT-компания",https://companies.rbc.ru/id/1214000000092-astral/,РБК Компании / ЕГРЮЛ,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0216,N5K-E-0216-Z,scale,"Выручка 2025 — 2 509 622 000 ₽; 721+ сотрудников по отчетности; официальный сайт заявляет 1000+ сотрудников, 8 414 партнеров и 1,3 млн+ клиентов",https://astralsoft.ru/,Официальный сайт / РБК Компании,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0216,N5K-E-0216-O,lpr,"Чернин Игорь Ильич — директор; контролирующий собственник ООО «АСТРАЛ-СОФТ» — АО «Калуга Астрал» с долей 92,2%",https://companies.rbc.ru/id/1214000000092-astral/,РБК Компании / ЕГРЮЛ,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0216,N5K-E-0216-S,signal,"Запуск нового направления комплексного бухгалтерского аутсорсинга; требуется руководитель продаж, который построит направление с нуля или ранней стадии, команду 5+, KPI и CRM-аналитику",https://hh.ru/vacancy/129860316,HeadHunter,2026-08-12,HIGH,N5K-20260812-213,new_5000
N5K-0216,N5K-E-0216-C,contact,"Практические маршруты: +7 (4842) 788-999, client@astral.ru, официальный сайт и HeadHunter",https://astralsoft.ru/dlya-mintsifry/,Официальный сайт / HeadHunter,2026-08-12,HIGH,N5K-20260812-213,new_5000
