Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0421,N5K-0421-E01,LEGAL,"ООО «ВСЕКРАСКИ.РУ», ИНН 7606112940, ОГРН 1177627012661, действует; директор и 100% участник — Петрова Светлана Павловна.",https://b2b.house/company/OOO-VSEKRASKIRU_571ed814-541d-4589-b5fb-b2c8fe157bcb/,B2B.House / актуальные ФНС-derived сведения,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0421,N5K-0421-E02,SCALE_CURRENT,"За 2025 год выручка 127,323 млн ₽; среднесписочная численность 12 сотрудников.",https://b2b.house/company/OOO-VSEKRASKIRU_571ed814-541d-4589-b5fb-b2c8fe157bcb/,B2B.House / отчетность 2025 и данные ФНС,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0421,N5K-0421-E03,SIGNAL,В августе 2026 компания масштабирует продажи собственного бренда Мастерфарбе через маркетплейсы и нанимает руководителя канала; вакансия прямо связывает бренд Мастерфарбе с компанией Всекраски.ру.,https://remote-job.ru/search?search%5Bquery%5D=%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C+%D0%BE%D1%82%D0%B4%D0%B5%D0%BB%D0%B0+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%2C+%D0%98%D0%A2&search%5BsearchType%5D=vacancy,Current August 2026 vacancy source,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0421,N5K-0421-E04,LPR,Петрова Светлана Павловна — директор и единственный участник ООО «ВСЕКРАСКИ.РУ».,https://www.rusprofile.ru/id/10974923,Current legal profile,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0421,N5K-0421-E05,CONTACT,Действующая сеть Всекраски.ру публикует телефон +7 (4852) 64-86-48 и email на домене vsekraski.ru; актуальная вакансия даёт текущий employer route.,https://dali-decor.ru/shops/?SHOWALL_2=1&arrFilter_pf%5BCITY%5D=&arrFilter_pf%5BREGION%5D=&set_filter=Y,Current store/dealer listing + current vacancy source,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0422,N5K-0422-E01,LEGAL,"ООО «НЕФТЕХИМ», ИНН 5256193826, ОГРН 1215200004898, действует; директор — Нефёдов Сергей Александрович, 100% участник — Нефёдов Алексей Сергеевич.",https://companies.rbc.ru/id/1215200004898-obschestvo-s-ogranichennoj-otvetstvennostyu-neftehim/,РБК Компании / ЕГРЮЛ-derived сведения,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0422,N5K-0422-E02,SCALE_CURRENT,Текущий юридический профиль подтверждает 6 сотрудников; компания работает на федеральном B2B-рынке авиационных и промышленных ГСМ и в августе 2026 формирует отдельный отдел продаж с нуля.,https://companies.rbc.ru/id/1215200004898-obschestvo-s-ogranichennoj-otvetstvennostyu-neftehim/,Current legal profile + current vacancy signal,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0422,N5K-0422-E03,SIGNAL,11.08.2026 компания открыла вакансию руководителя отдела продаж с задачей сформировать отдел продаж с нуля и отвечать за коммерческий результат.,https://remote-job.ru/search?search%5Bquery%5D=%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C+%D0%BE%D1%82%D0%B4%D0%B5%D0%BB%D0%B0+%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%2C+%D0%98%D0%A2&search%5BsearchType%5D=vacancy,Current August 2026 vacancy source,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0422,N5K-0422-E04,LPR,Нефёдов Сергей Александрович — действующий директор; Нефёдов Алексей Сергеевич — 100% участник. Официальный сайт публикует именные оперативные контакты Сергея Александровича и Алексея Сергеевича.,https://neft-him.ru/kontakty.php,Official company website + current legal profile,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
N5K-0422,N5K-0422-E05,CONTACT,"Официальный сайт публикует neft-him@mail.ru, +7 (831) 220-96-33, +7 (831) 220-96-92 и именные оперативные телефоны руководителей.",https://neft-him.ru/kontakty.php,Official company contact page,2026-08-23T16:05:00+05:00,HIGH,N5K-20260823-353,new_5000
