Lead ID,Evidence Type,Evidence Summary,Source URL,Checked At,Run ID,Campaign ID
N5K-0149,LEGAL,"ООО «ЛЕСРЕСУРС» действует; ИНН 7728351582; ОГРН 5167746233342; Москва",https://companies.rbc.ru/id/5167746233342-ooo-lesresurs/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0149,OWNER,"Учредитель 100% и генеральный директор — Пилосян Исраел Арменакович",https://companies.rbc.ru/id/5167746233342-ooo-lesresurs/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0149,SCALE,"Выручка 2025 около 183,704 млн ₽; официальный сайт подтверждает собственное производство, склад, автопарк и поставки по России и СНГ",https://lesresurs1.com/about/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0149,SIGNAL,"Вакансия РОПа требует создать отдел продаж с нуля, поставить планирование, обучение и контроль продаж",https://hh.ru/vacancy/130260470,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0149,LPR_AND_ROUTE,"Официальный сайт публикует отдел продаж 8 (800) 301-36-60 и info@lesresurs1.ru; дополнительный маршрут через HH",https://lesresurs1.com/контакты/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0149,BRAND_LEGAL_MATCH,"Страница реквизитов официального сайта указывает ООО «Лесресурс», ИНН 7728351582 и ОГРН 5167746233342",https://lesresurs1.com/about/реквизиты-лпк-лесресурс/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,LEGAL,"ООО «АВТО СУВЕНИР» действует; ИНН 7743799795; ОГРН 1107746944360; Москва",https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,OWNER,"Учредитель 100% и генеральный директор — Зевакин Алексей Владимирович",https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,SCALE,"Выручка 2025 около 50,181 млн ₽; HH-профиль подтверждает 15+ лет работы, собственное производство и B2B-клиентов среди представительств автокомпаний и дилеров",https://hh.ru/employer/1582146,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,SIGNAL,"Вакансия от 02.02.2026: построение отдела продаж с нуля по нескольким направлениям, ключевое — B2B; найм команды и перспектива роста до коммерческого директора",https://hh.ru/vacancy/130066730,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,LPR_AND_ROUTE,"Публичный телефон +7 (495) 222-00-96; практический маршрут через HH-вакансию и профиль работодателя",https://yandex.com/maps/org/avto_suvenir/88775955424/,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
N5K-0150,BRAND_LEGAL_MATCH,"HH-вакансия и профиль работодателя используют точное название ООО «Авто Сувенир» и адрес ул. Ивана Сусанина, 2, совпадающий с ЕГРЮЛ-профилем",https://hh.ru/employer/1582146,2026-08-10T08:05:00+03:00,N5K-20260810-162,new_5000
