Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0176,N5K-E-0176-L,legal,ООО «НАЦТРАНС»; ИНН 5261125733; ОГРН 1205200001577; действующая частная организация,https://b2b.house/company/OOO-NACTRANS_ddca1106-fa38-4f21-8704-17007de5af90/,B2B.House / данные ЕГРЮЛ и ФНС,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0176,N5K-E-0176-O,owner,Джаварян Джамаль Джемилевич является генеральным директором и единственным учредителем ООО «НАЦТРАНС»,https://companium.ru/id/1205200001577-dk-logistik-servis,Companium / данные ЕГРЮЛ,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0176,N5K-E-0176-Z,scale,Выручка 2024 78.576 млн ₽; в 2025 среднесписочная численность 17 человек,https://b2b.house/company/OOO-NACTRANS_ddca1106-fa38-4f21-8704-17007de5af90/,B2B.House / бухгалтерская отчетность,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0176,N5K-E-0176-S,signal,Компания открывает новое направление оптовых продаж нефтепродуктов; ключевая задача роли — разработать стратегию выхода на рынок и построить отдел продаж с нуля,https://hh.ru/vacancy/129971007,HeadHunter,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0176,N5K-E-0176-C,contact,Практический маршрут к коммерческой задаче доступен через HH; публичный профиль собственника Джамаля Джаваряна доступен в TenChat,https://tenchat.ru/1141321,TenChat + HeadHunter,2026-08-11,MEDIUM,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-L,legal,ООО «МАРРОБ РУС»; ИНН 5032331540; ОГРН 1215000079304; действующая организация,https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,РБК Компании / открытые данные,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-O,owner,Шабалтас Наталья Анатольевна является генеральным директором и единственным учредителем 100%,https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,РБК Компании / ЕГРЮЛ,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-Z,scale,Выручка 2025 7.257 млн ₽; официальный сайт подтверждает производственную деятельность в фасадных решениях,https://marrob.ru/o-nas/,Официальный сайт MARROB + РБК Компании,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-B,brand_legal,Официальный сайт MARROB прямо указывает ООО «МАРРОБ РУС» ИНН 5032331540 ОГРН 1215000079304,https://marrob.ru/kontakty/,MARROB официальный сайт,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-S,signal,Вакансия РОП требует построения отдела продаж с нуля внедрения CRM формирования воронки скриптов регламентов КП найма и управления менеджерами,https://hh.ru/vacancy/130209818,HeadHunter,2026-08-11,HIGH,N5K-20260811-181,new_5000
N5K-0177,N5K-E-0177-C,contact,Официально опубликованы +7 (916) 666-23-35 и info@marrob.ru; доступны форма сайта и HH-маршрут,https://marrob.ru/kontakty/,MARROB официальный сайт,2026-08-11,HIGH,N5K-20260811-181,new_5000
