Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0737,N5K-0737-E01,LEGAL,"АО «ПЛАСТФАКТОР» действует; ИНН 6122021979, ОГРН 1246100028900; генеральный директор Владимир Ермолов.",https://companies.rbc.ru/id/1246100028900-ao-plastfaktor/,РБК Компании,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0737,N5K-0737-E02,SIZE,"Выручка 2025 года около 375,8 млн руб.; производственная компания.",https://vsem-podryad.ru/company/01864b45-be27-4a00-9d38-e396d03b52f8/,Всем Подряд,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0737,N5K-0737-E03,SIGNAL,"В 2026 году ПластФактор инвестирует около 60 млн руб. в модернизацию, автоматизацию и лабораторную базу; заявлены дальнейшие инвестиции на 2027–2030 годы.",https://polymerbranch.com/2026/05/plastfaktor-investiruet-60-mln-rublej-v-modernizatsiyu-proizvodstva-napolnyh-pokrytij-iz-pvh/,Полимерные материалы,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0737,N5K-0737-E04,OWNER_LPR,Бенефициар/учредитель Игорь Вихров; генеральный директор Владимир Ермолов.,https://www.interfax-russia.ru/south-and-north-caucasus/news/predvaritelnyy-ushcherb-rostovskomu-plastfaktoru-ot-pozhara-posle-ataki-bpla-ocenen-v-160-mln-rub,Интерфакс,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0737,N5K-0737-E05,CONTACT,Официальный телефон головного офиса +7 (863) 303-20-42 и office@plastfactor.ru.,https://plastfactor.com/contacts/,ПластФактор,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0739,N5K-0739-E01,LEGAL,"ООО «НОВЫЙ ВЕК» действует; ИНН 5237002995, ОГРН 1045206564677; директор и 100% учредитель Сергей Пермяков.",https://companies.rbc.ru/id/1045206564677-ooo-novyij-vek/,РБК Компании,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0739,N5K-0739-E02,SIZE,"Выручка 2025 года 207,794 млн руб.; 18 сотрудников; частная компания.",https://companies.rbc.ru/id/1045206564677-ooo-novyij-vek/,РБК Компании,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0739,N5K-0739-E03,SIGNAL,"03.08.2026 введена ферма на 625 голов, инвестиции более 379 млн руб., проектная мощность 7 тыс. тонн молока; второй введенный объект компании в 2026 году.",https://mcx-nnov.ru/about/info/news/2663/,Минсельхоз Нижегородской области,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0739,N5K-0739-E04,OWNER_LPR,Сергей Пермяков — директор и 100% учредитель ООО «НОВЫЙ ВЕК».,https://companies.rbc.ru/id/1045206564677-ooo-novyij-vek/,РБК Компании,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
N5K-0739,N5K-0739-E05,CONTACT,Публичный телефон предприятия +7 (83155) 2-11-51; публичный e-mail nnovvek@mail.ru.,https://www.agrobase.ru/organizations/apk/organization_apk_13866,Agrobase / ЗаЧестныйБизнес,2026-09-01T13:11:58+03:00,HIGH,N5K-20260901-562R1,new_5000
