Lead ID,Evidence ID,Evidence Type,Claim,Source URL,Source Name,Checked At,Reliability,Run ID,Campaign ID
N5K-0619,N5K-0619-E01,LEGAL_SIZE,"Действующее ООО; ИНН 7708281619, ОГРН 1167746143234; выручка 1,104889 млрд ₽ за 2025; собственник и гендиректор Черанев Р.С.",https://companies.rbc.ru/id/1167746143234-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-pervaya-nerudnaya-korporatsiya-region/,РБК Компании,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0619,N5K-0619-E02,SIGNAL,Вакансия исполнительного/операционного директора от 13.08.2026 связывает найм с активным ростом и новым этапом развития.,https://ekaterinburg.jobrun.ru/%D0%B8%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%B4%D0%B8%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80-%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D0%B9-%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D1%8B%D0%B9-%D0%B1%D0%B8%D0%B7%D0%BD%D0%B5%D1%81-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0,JobRun / jobs worker,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0619,N5K-0619-E03,CONTACT,Официальные телефоны и маршрут через сайт компании.,https://pnk-region.ru/services/nashi-uslugi/dizayn-i-proektirovanie/,Official PNK-Region site,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0620,N5K-0620-E01,LEGAL,"Действующее ООО; ИНН 5019029500, ОГРН 1185022004661; генеральный директор Владимиров О.В.",https://companies.rbc.ru/id/1185022004661-ooo-zavod-nartis/,РБК Компании,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0620,N5K-0620-E02,SIZE,"По итогам 2025 года выручка 27,3 млрд ₽, выпуск >2,1 млн единиц (+17%), персонал 992 (+22%).",https://www.nartis.ru/news/nartis-uvelichil-vypusk-produktsii-na-17-v-2025-godu/,Official NARTIS site,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0620,N5K-0620-E03,SIGNAL,08.07.2026 открыт корпус 4 000 м² с инвестициями 600 млн ₽ и 200 новыми рабочими местами для локализации компонентов.,https://www.nartis.ru/news/nartis-lokalizoval-proizvodstvo-klyuchevykh-komponentov-dlya-intellektualnykh-schyetchikov/,Official NARTIS site,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0620,N5K-0620-E04,CONTACT,"Приёмная генерального директора: +7 (8202) 20-20-27, info@nartis.ru.",https://www.nartis.ru/contacts/,Official NARTIS contacts,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0621,N5K-0621-E01,LEGAL_SIZE,"Действующее АО; ИНН 9706009675, ОГРН 1207700393977; выручка 158,5 млрд ₽ за 2025 (+46%); генеральный директор Пономарева С.А.",https://companies.rbc.ru/id/1207700393977-isource/,РБК Компании,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0621,N5K-0621-E02,SIZE,"Официальные итоги 2025: выручка 158,5 млрд ₽ (+46,2%); рост обеспечен выходом в новые сегменты промышленной автоматизации и строительства.",https://isource.com/news/isource-usilenie-pozicij-na-rynke,Official Isource site,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0621,N5K-0621-E03,SIGNAL,"02–05.03.2026 представлены флагманские решения направления промышленной автоматизации: Виртуальный контроллер, ПАК Викинг и ПО для ПАК ТАУ.",https://isource.com/events/neftegaz-2026,Official Isource site,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
N5K-0621,N5K-0621-E04,CONTACT,"Официальный телефон +7 495 161-76-66, email support@isource.ru и форма обратной связи.",https://isource.com/contacts,Official Isource contacts,2026-08-27T15:04:09+03:00,HIGH,N5K-20260827-453,new_5000
