Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0355,N5K-0355-C01,IBMM Technology,5032334982,,Корпоративный маршрут,+7 (495) 136-28-92,Phone,Corporate,Official IBMM website,https://ibmm.ru/contact/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-307,new_5000
N5K-0355,N5K-0355-C02,IBMM Technology,5032334982,,Корпоративный маршрут,sales@ibmm.ru,Email,Sales/B2B,Official IBMM website,https://ibmm.ru/contact/,NO,HIGH,2026-08-22,Коммерческий email,N5K-20260822-307,new_5000
N5K-0355,N5K-0355-C03,IBMM Technology,5032334982,,Корпоративный маршрут,https://ibmm.ru/contact/,Website,Contact route,Official IBMM website,https://ibmm.ru/contact/,NO,HIGH,2026-08-22,Официальная контактная страница,N5K-20260822-307,new_5000
N5K-0356,N5K-0356-C01,Рива Групп / Riva Group,9715417198,,Корпоративный маршрут,+7 (495) 748-88-96,Phone,Corporate,Official Riva Group website,https://rivagroup.su/contacts/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-307,new_5000
N5K-0356,N5K-0356-C02,Рива Групп / Riva Group,9715417198,,Корпоративный маршрут,clients@rivagroup.su,Email,Client/Commercial,Official Riva Group website,https://rivagroup.su/contacts/,NO,HIGH,2026-08-22,Клиентский email,N5K-20260822-307,new_5000
N5K-0356,N5K-0356-C03,Рива Групп / Riva Group,9715417198,,Корпоративный маршрут,https://rivagroup.su/contacts/,Website,Contact route,Official Riva Group website,https://rivagroup.su/contacts/,NO,HIGH,2026-08-22,Официальный маршрут,N5K-20260822-307,new_5000
N5K-0357,N5K-0357-C01,Universum Project,7701885298,,Корпоративный маршрут,+7 (495) 800-36-60,Phone,Corporate,Official Universum Project website,https://up-rf.com/contacts/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-307,new_5000
N5K-0357,N5K-0357-C02,Universum Project,7701885298,,Корпоративный маршрут,info@up-rf.com,Email,Corporate,Official Universum Project website,https://up-rf.com/contacts/,NO,HIGH,2026-08-22,Корпоративный email,N5K-20260822-307,new_5000
N5K-0357,N5K-0357-C03,Universum Project,7701885298,Рыжков Вячеслав Борисович,Совладелец 50% / управляющий партнёр,Vyacheslav.Ryzhkov@up-rf.com,Email,Direct public business contact,OfficeNext industry profile,https://officenext.ru/,YES,HIGH,2026-08-22,Публичный рабочий контакт управляющего партнёра,N5K-20260822-307,new_5000
N5K-0357,N5K-0357-C04,Universum Project,7701885298,,Корпоративный маршрут,https://up-rf.com/contacts/,Website,Contact route,Official Universum Project website,https://up-rf.com/contacts/,NO,HIGH,2026-08-22,Официальная контактная страница,N5K-20260822-307,new_5000
